134.324,113.502,152.570,113.502,152.570,167.165,134.324,167.165
132.981,115.195,151.044,115.195,151.044,168.321,132.981,168.321
131.651,114.043,149.533,114.043,149.533,166.638,131.651,166.638
132.310,114.613,150.281,114.613,150.281,167.471,132.310,167.471
129.663,112.321,147.275,112.321,147.275,164.121,129.663,164.121
126.632,111.755,144.596,111.755,144.596,164.591,126.632,164.591
124.099,109.520,141.704,109.520,141.704,161.300,124.099,161.300
125.340,110.615,143.121,110.615,143.121,162.913,125.340,162.913
123.782,108.910,141.741,108.910,141.741,161.730,123.782,161.730
122.544,107.820,140.323,107.820,140.323,160.113,122.544,160.113
121.931,107.281,139.622,107.281,139.622,159.312,121.931,159.312
119.758,107.818,137.537,107.818,137.537,160.109,119.758,160.109
117.559,105.559,135.427,105.559,135.427,158.112,117.559,158.112
117.949,106.190,135.460,106.190,135.460,157.691,117.949,157.691
115.590,106.752,132.751,106.752,132.751,157.224,115.590,157.224
115.911,104.617,132.728,104.617,132.728,154.079,115.911,154.079
113.593,105.105,130.074,105.105,130.074,153.578,113.593,153.578
112.123,103.550,128.769,103.550,128.769,152.508,112.123,152.508
111.562,103.033,128.125,103.033,128.125,151.745,111.562,151.745
107.880,104.569,124.276,104.569,124.276,152.795,107.880,152.795
106.366,103.022,122.927,103.022,122.927,151.730,106.366,151.730
104.811,104.052,121.537,104.052,121.537,153.247,104.811,153.247
104.287,103.532,120.930,103.532,120.930,152.481,104.287,152.481
101.681,103.532,118.324,103.532,118.324,152.481,101.681,152.481
100.665,102.497,117.141,102.497,117.141,150.956,100.665,150.956
99.658,101.472,115.969,101.472,115.969,149.447,99.658,149.447
98.075,99.907,114.550,99.907,114.550,148.362,98.075,148.362
97.406,99.275,114.210,99.275,114.210,148.698,97.406,148.698
94.301,98.778,111.021,98.778,111.021,147.955,94.301,147.955
92.415,99.368,108.801,99.368,108.801,147.561,92.415,147.561
92.415,99.368,108.801,99.368,108.801,147.561,92.415,147.561
91.647,98.739,108.360,98.739,108.360,147.896,91.647,147.896
88.585,98.245,105.215,98.245,105.215,147.156,88.585,147.156
85.982,98.245,102.612,98.245,102.612,147.156,85.982,147.156
84.212,96.598,101.008,96.598,101.008,145.998,84.212,145.998
83.370,95.632,99.998,95.632,99.998,144.538,83.370,144.538
81.703,96.271,97.998,96.271,97.998,144.199,81.703,144.199
80.069,96.845,96.038,96.845,96.038,143.815,80.069,143.815
80.069,96.845,96.038,96.845,96.038,143.815,80.069,143.815
77.956,97.330,94.006,97.330,94.006,144.534,77.956,144.534
77.956,97.330,94.006,97.330,94.006,144.534,77.956,144.534
75.444,97.330,91.493,97.330,91.493,144.534,75.444,144.534
73.660,95.765,89.870,95.765,89.870,143.442,73.660,143.442
71.834,94.160,88.206,94.160,88.206,142.313,71.834,142.313
69.963,92.512,86.499,92.512,86.499,141.147,69.963,141.147
67.375,92.512,83.910,92.512,83.910,141.147,67.375,141.147
68.564,93.199,84.769,93.199,84.769,140.861,68.564,140.861
67.193,93.822,83.074,93.822,83.074,140.530,67.193,140.530
65.849,94.382,81.412,94.382,81.412,140.156,65.849,140.156
65.520,93.910,81.005,93.910,81.005,139.455,65.520,139.455
62.780,93.440,78.188,93.440,78.188,138.758,62.780,138.758
62.152,92.506,77.406,92.506,77.406,137.371,62.152,137.371
58.523,91.920,74.082,91.920,74.082,137.682,58.523,137.682
56.368,89.932,72.005,89.932,72.005,135.922,56.368,135.922
57.640,90.532,72.964,90.532,72.964,135.603,57.640,135.603
56.345,89.896,71.976,89.896,71.976,135.868,56.345,135.868
