133.944,114.809,150.712,114.809,150.712,164.125,133.944,164.125
133.275,116.846,149.958,116.846,149.958,165.916,133.275,165.916
132.608,116.262,149.208,116.262,149.208,165.086,132.608,165.086
131.945,115.681,148.462,115.681,148.462,164.261,131.945,164.261
129.359,115.681,145.876,115.681,145.876,164.261,129.359,164.261
126.773,113.095,143.291,113.095,143.291,161.675,126.773,161.675
125.429,111.614,142.112,111.614,142.112,160.680,125.429,160.680
124.802,111.056,141.401,111.056,141.401,159.877,124.802,159.877
124.178,110.501,140.694,110.501,140.694,159.077,124.178,159.077
124.024,110.074,140.871,110.074,140.871,159.621,124.024,159.621
121.544,110.457,138.053,110.457,138.053,159.014,121.544,159.014
120.149,108.951,136.823,108.951,136.823,157.993,120.149,157.993
118.714,107.404,135.555,107.404,135.555,156.937,118.714,156.937
118.714,107.404,135.555,107.404,135.555,156.937,118.714,156.937
116.340,107.840,132.844,107.840,132.844,156.382,116.340,156.382
114.893,106.308,131.563,106.308,131.563,155.336,114.893,155.336
113.744,105.245,130.247,105.245,130.247,153.782,113.744,153.782
112.272,103.688,128.940,103.688,128.940,152.711,112.272,152.711
111.711,103.170,128.295,103.170,128.295,151.947,111.711,151.947
108.023,104.708,124.442,104.708,124.442,152.998,108.023,152.998
106.943,103.661,123.198,103.661,123.198,151.468,106.943,151.468
104.804,104.082,120.734,104.082,120.734,150.933,104.804,150.933
104.357,103.620,120.605,103.620,120.605,151.408,104.357,151.408
102.270,104.040,118.192,104.040,118.192,150.872,102.270,150.872
100.775,102.563,116.857,102.563,116.857,149.863,100.775,149.863
99.767,101.537,115.688,101.537,115.688,148.365,99.767,148.365
97.771,101.949,113.374,101.949,113.374,147.840,97.771,147.840
97.235,101.497,113.150,101.497,113.150,148.305,97.235,148.305
94.270,100.989,110.105,100.989,110.105,147.564,94.270,147.564
93.327,99.979,109.004,99.979,109.004,146.088,93.327,146.088
92.394,101.409,107.914,101.409,107.914,147.057,92.394,147.057
91.932,100.902,107.375,100.902,107.375,146.322,91.932,146.322
89.067,100.398,104.432,100.398,104.432,145.590,89.067,145.590
88.176,99.394,103.388,99.394,103.388,144.134,88.176,144.134
84.247,97.982,99.611,97.982,99.611,143.170,84.247,143.170
83.826,97.493,99.113,97.493,99.113,142.454,83.826,142.454
82.150,97.888,97.131,97.888,97.131,141.951,82.150,141.951
80.203,98.378,95.259,98.378,95.259,142.661,80.203,142.661
80.909,98.720,95.664,98.720,95.664,142.117,80.909,142.117
78.599,98.720,93.354,98.720,93.354,142.117,78.599,142.117
78.206,98.226,92.887,98.226,92.887,141.407,78.206,141.407
76.642,98.514,91.030,98.514,91.030,140.831,76.642,140.831
73.580,95.890,88.255,95.890,88.255,139.053,73.580,139.053
72.708,95.464,87.677,95.464,87.677,139.490,72.708,139.490
71.981,94.509,86.800,94.509,86.800,138.095,71.981,138.095
68.688,94.033,83.803,94.033,83.803,138.491,68.688,138.491
68.688,94.033,83.803,94.033,83.803,138.491,68.688,138.491
67.314,94.471,82.127,94.471,82.127,138.040,67.314,138.040
66.295,93.995,81.404,93.995,81.404,138.435,66.295,138.435
64.969,94.434,79.776,94.434,79.776,137.985,64.969,137.985
63.669,94.817,78.181,94.817,78.181,137.497,63.669,137.497
62.011,93.470,76.668,93.470,76.668,136.577,62.011,136.577
60.314,92.088,75.117,92.088,75.117,135.626,60.314,135.626
57.707,91.627,72.436,91.627,72.436,134.948,57.707,134.948
57.707,91.627,72.436,91.627,72.436,134.948,57.707,134.948
56.509,91.108,71.532,91.108,71.532,135.295,56.509,135.295
